# Title: Install Community Content,,,
# Description: This option loads Community content on the publish instance for the primary QnA function,,,
QnA,/content/sites/scoring/en/jcr:content/content/primary/qna.social.json,,
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,If you are not seeing Keywords in windows explorer that means metadata in not write back in asset. Hence AEM not able to extract. Make sure you are importing asset properly from bridge [1] so that asset has all metadata. [1] https://helpx.adobe.com/bridge/using/metadata-adobe-bridge.html 
ims-7b2c08c246832d599920157f@adobeid.com,1,Reply,If you are following the AEM documentation and getting different results then there is a bug. In this case - if it says that Keywords will be mapped into AEM - but they are not - please open a ticket. 
ims-7b2c08c246832d599920157f@adobeid.com,0,General AEM developer/admin tasks,1. Read the following document for Dispatcher FAQs - including how to configure the Dispatcher: Dispatcher FAQs 2. Learn how to build various AEM components: Creating Logo Components for Adobe Experience Manager Creating your first Adobe Experience Manager abshier component Creating your first Adobe Experience Manager Touch UI component Creating your first Adobe Experience Manager custom xtype Creating a Custom Carousel component for Adobe Experience Manager Creating a CQ widget that supports image drag and drop 3. Learn how to use DAM assets in components: Creating  AEM DAM Image component using the Query Builder API Creating gallery components that display digital assets stored in the CQ DAM Creating AEM components that displays DAM Assets in 3D 
ims-427341c353671f880a490d45@adobeid.com,1,Reply,Really helpful for newbie's..... :) 
ims-7f5a4a3c42075ef399201549@adobeid.com,1,Reply,Thanks for Sharing this ! 
ims-7f5a4a3c42075ef399201549@adobeid.com,1,Reply,Hi albanese Please check this https://helpx.adobe.com/experience-manager/using/dispatcher-faq.html Regards abelman 
ims-7b2c08c246832d599920157f@adobeid.com,1,Reply,It's fixed 
ims-6b1d2df84d5d102e0a746c12@adobeid.com,1,Reply,Hi Thanks for sharing. Very helpful !!!! Dispatcher link not working. Please check. Thanks albanese 
ims-83e713c0523875670a490d44@adobeid.com,0,The links do not work.,The links do not work: https://git.corp.adobe.com/Coral/CoralUI/wiki https://git.corp.adobe.com/Coral/CoralUI/wiki/Build-Process-&-Technology Please help. Thanks. 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply, abalos wrote... The links are from this page:http://docs.adobe.com/docs/en/cq/current/touch-ui/coral-ui/jsdoc/index.html  Thank you. Tracked internally DOC-5028 to remove it 
ims-184d2e3d46f818369920154a@adobeid.com,1,Reply,Seems to be broken 
ims-2a544ac5550976e20a4c98a5@adobeid.com,1,Reply,Hello The links are still not up to date. Is it possible to know how can we reach these resources? Thanks. 
ims-83e713c0523875670a490d44@adobeid.com,1,Reply,The links are from this page:http://docs.adobe.com/docs/en/cq/current/touch-ui/coral-ui/jsdoc/index.html 
ims-77f410094cd97c4f0a746c1b@adobeid.com,1,Reply,It has been escalated and I've asked for more info.I will post back to the forum with any information I receive. Regards adriance 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,Those are all internal links & not have external access. Where did you get those links from & might be those presentation refer to other links. 
ims-4dce49c551407dfd0a490d45@adobeid.com,0,Div vs Span on /bin/wcm/references servlet execution,"/bin/wcm/references is the servlet that tells you whether certain page is used in other pages. Recently have been looking into a bug where the servlet returned  empty results set. Further investigation has found that whenever path is contained within the <strong or <span the wcm servlet does not see path  reference. Example that does not work: <p><span data-path=""/content/myapp/surname_change"">P</span></p> However when we have path  a <div it immediately starts working. Example that does work: <p><div data-path=""/content/myapp/surname_change"">P</div></p> Is there a way to tell /wcm/references servlet to look for <span html elements  well  <div elements ? Kindest Regards achekian "
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,"Internally it does is search for query[1]. Sounds like indexing is not done for content & doubt it is related to span or etc.. I would take the route of checking index configuration & verify what is happening there. Customize index configuration accordingly. Reach out to official support team if you find difficult in finding what is happening. [1] //*[jcr:contains(. '""<path>""')] "
ims-4ea5227c49226d41992015a9@adobeid.com,0,Content Update Vs Auto-Invalidation,"Hi Can someone explain about auto-invalidation and content update In content-update cache files deletes if content gets modify but in auto-invalidation it doesn't deletes from cache so how caching happens in case of auto-invalidation.Also docs says ""if it is older the Dispatcher retrieves the current version from the AEM instance"" in case of auto-invalidation. Thanks "
ims-5c0c125a4a01f4de992015b9@adobeid.com,1,Reply,The to two different methods impact different content. So let's walk through and example with two paths: /content/mysite/en/products /content/mysite/en/services Let's say that you activate /content/mysite/en/products. The content update logic from dispatcher will for example remove /content/mysite/en/products.html and /content/mysite/en/products.thumb.jpg but no other files are impacted by the content update logic - only files starting with /content/mysite/en/products (but none of the files in any sub-directories). If you for example configure to auto-invalidate .html files then /content/mysite/en/services.html will be invalidated but not removed. In fact if you stat file level set to zero all HTML files on your site will be invalidated (except /content/mysite/en/products.html which was removed by the content update process). This invalidation happens by touching the stat file (which exists in the docroot if you have the stat file level set to zero). So when the next request for /content/mysite/en/products.html comes in dispatcher sees that the file is missing and sends the request back to publish. When the next request for /content/mysite/en/services.html comes dispatcher compares the last modified timestamp on the services.html file with the last modified timestamp on the stat file and because the statfile timestamp is newer than the services.html timestamp it sends the request back to the publish server and on the way back out services.html is replaced with the newly generated version. This process allows all the .html files to be effectively cleared on  activation immediately rather waiting while a process actually deletes all the files. 
ims-6c4e42004d6d22130a04b88b@adobeid.com,1,Reply,"What's your exact usecase? I'm not sure what you mean with ""auto-invalidation"". Jrg "
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,I believe Document referred ishttp://dev.day.com/docs/en/cq/current/deploying/dispatcher.html With automatic invalidation Dispatcher does not delete cached files after a content update but checks their validity comparing with .stat timestamp when the page are next requested. 
ims-6c4e42004d6d22130a04b88b@adobeid.com,1,Reply,The timestamp is a part of the metadata of the file and not contained within the file. Basically the content of the file doesn't care just its presence and the last-modified timestamp matter. Jrg 
ims-4ea5227c49226d41992015a9@adobeid.com,1,Reply, addison wrote... The to two different methods impact different content. So let's walk through and example with two paths: /content/mysite/en/products /content/mysite/en/services Let's say that you activate /content/mysite/en/products. The content update logic from dispatcher will for example remove /content/mysite/en/products.html and /content/mysite/en/products.thumb.jpg but no other files are impacted by the content update logic - only files starting with /content/mysite/en/products (but none of the files in any sub-directories). If you for example configure to auto-invalidate .html files then /content/mysite/en/services.html will be invalidated but not removed. In fact if you stat file level set to zero all HTML files on your site will be invalidated (except /content/mysite/en/products.html which was removed by the content update process). This invalidation happens by touching the stat file (which exists in the docroot if you have the stat file level set to zero). So when the next request for /content/mysite/en/products.html comes in dispatcher sees that the file is missing and sends the request back to publish. When the next request for /content/mysite/en/services.html comes dispatcher compares the last modified timestamp on the services.html file with the last modified timestamp on the stat file and because the statfile timestamp is newer than the services.html timestamp it sends the request back to the publish server and on the way back out services.html is replaced with the newly generated version. This process allows all the .html files to be effectively cleared on  activation immediately rather waiting while a process actually deletes all the files.  Can you advice about statfile. File got create after configuring the dispatcher .stat. it contains the value 1. It doesn't have any timestamp is this correct or there can be something wrong. 
ims-4ea5227c49226d41992015a9@adobeid.com,1,Reply, addison wrote... The to two different methods impact different content. So let's walk through and example with two paths: /content/mysite/en/products /content/mysite/en/services Let's say that you activate /content/mysite/en/products. The content update logic from dispatcher will for example remove /content/mysite/en/products.html and /content/mysite/en/products.thumb.jpg but no other files are impacted by the content update logic - only files starting with /content/mysite/en/products (but none of the files in any sub-directories). If you for example configure to auto-invalidate .html files then /content/mysite/en/services.html will be invalidated but not removed. In fact if you stat file level set to zero all HTML files on your site will be invalidated (except /content/mysite/en/products.html which was removed by the content update process). This invalidation happens by touching the stat file (which exists in the docroot if you have the stat file level set to zero). So when the next request for /content/mysite/en/products.html comes in dispatcher sees that the file is missing and sends the request back to publish. When the next request for /content/mysite/en/services.html comes dispatcher compares the last modified timestamp on the services.html file with the last modified timestamp on the stat file and because the statfile timestamp is newer than the services.html timestamp it sends the request back to the publish server and on the way back out services.html is replaced with the newly generated version. This process allows all the .html files to be effectively cleared on  activation immediately rather waiting while a process actually deletes all the files.  Thanks for explanation. 
